accession	protein	descr	UF-a	UF-b	UF-c	YEL-a	YEL-b	YEL-c	cluster_number
gi|659917366|emb|CDP49268.1|	b38.a1.a1	gi|659917366|emb|CDP49268.1| Glycerol kinase (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK) [Propionibacterium freudenreichii subsp. freudenreichii]	1.36049024925724	-0.63123933741319	0.532442967053889	-1.5327829726482	-0.0656262484674969	0.336715342217758	3
gi|659917370|emb|CDP49272.1|	c247.a1.a1	gi|659917370|emb|CDP49272.1| Translation initiation factor IF-2 [Propionibacterium freudenreichii subsp. freudenreichii]	1.2658084893311	0.476040642345133	0.817810009625208	-1.31102738175072	-0.668855368716391	-0.579776390834337	3
gi|659917374|emb|CDP49276.1|	b43.a1.a1	gi|659917374|emb|CDP49276.1| Prolyl-tRNA synthetase (Proline--tRNA ligase) (ProRS) [Propionibacterium freudenreichii subsp. freudenreichii]	1.05223473339533	0.772424402589213	0.775075026346847	-0.528465681772381	-0.667484287430935	-1.40378419312808	1
gi|659917376|emb|CDP49278.1|	c250.a1.a1	gi|659917376|emb|CDP49278.1| 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) [Propionibacterium freudenreichii subsp. freudenreichii]	0.178175610305493	1.47263926528973	0.762154896139347	-1.00960549506355	-0.374048151751945	-1.02931612491909	1
gi|659917378|emb|CDP49280.1|	c415.a1.a1	gi|659917378|emb|CDP49280.1| Hypothetical protein PFCIRM129_11055 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.483555041027459	-1.17656396064037	-0.489886750306511	1.69061998696665	0.528163282892505	-0.0687775178848095	6
gi|659917382|emb|CDP49284.1|	c233.a1.a1	gi|659917382|emb|CDP49284.1| Elongation factor Ts (EF-Ts) [Propionibacterium freudenreichii subsp. freudenreichii]	1.1754969592263	0.423831108889782	0.601785549626186	-1.49654315023484	-0.894768906269045	0.190198438761622	3
gi|659917384|emb|CDP49263.1|	c307.a1.a1	gi|659917384|emb|CDP49263.1| Hypothetical protein PFCIRM129_10970 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.00319617593206	-0.383868556301073	-1.16289648156011	1.24592957887064	0.86570293605938	0.43832869886322	6
gi|659917386|emb|CDP49265.1|	c101.a1.a1	gi|659917386|emb|CDP49265.1| Polyribonucleotide nucleotidyltransferase (Polynucleotide phosphorylase) (PNPase) (Guanosine pentaphosphate synthetase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.34107392458316	-0.140803495576725	0.336668706755568	0.613857672623322	-1.51046425473098	-0.640332553654348	4
gi|659917396|emb|CDP49233.1|	c416.a1.a1	gi|659917396|emb|CDP49233.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.27213855744655	-0.649264400288073	0.736363002621174	-1.40749814391198	-0.442599178694509	0.490860162826837	3
gi|659917406|emb|CDP49243.1|	c366.a1.a1	gi|659917406|emb|CDP49243.1| Hypothetical protein PFCIRM129_10740 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.644213539250907	-1.07641135219669	-0.975838396934742	1.07673279814696	0.848270913132337	0.771459577103034	6
gi|659917409|emb|CDP49246.1|	c133.a1.a1	gi|659917409|emb|CDP49246.1| Phosphoribosylaminoimidazole-succinocarboxamidesynthase [Propionibacterium freudenreichii subsp. freudenreichii]	0.338682159997467	1.18252063925863	0.896617942660907	-1.32092373207565	-0.958682929405761	-0.138214080435586	1
gi|659917414|emb|CDP49251.1|	c194.a1.a1	gi|659917414|emb|CDP49251.1| Hypothetical protein PFCIRM129_10780 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0970794592136361	-1.17237302366642	-1.06239545963598	0.799365796023726	1.34684270897043	0.185639437521876	2
gi|659917415|emb|CDP49252.1|	c167.a1.a1	gi|659917415|emb|CDP49252.1| Hypothetical protein PFCIRM129_10785 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.82604041390209	0.497647136646037	-0.337890431229028	0.124992782933114	0.994634007447761	0.546656918104221	5
gi|659917425|emb|CDP49226.1|	b56.a1.a1	gi|659917425|emb|CDP49226.1| Glucose-6-phosphate isomerase (GPI) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) [Propionibacterium freudenreichii subsp. freudenreichii]	1.82893941732483	-0.559174395986026	0.431534488208489	-0.467763056705565	-0.319720906408903	-0.913815546432837	4
gi|659917426|emb|CDP49227.1|	c357.a1.a1	gi|659917426|emb|CDP49227.1| Hypothetical protein PFCIRM129_10650 [Propionibacterium freudenreichii subsp. freudenreichii]	0.04807669683868	1.2167139791282	0.919896670042382	-1.5554353432979	-0.150724061126716	-0.478527941584647	1
gi|659917443|emb|CDP49212.1|	b45.a1.a1	gi|659917443|emb|CDP49212.1| Penicillin-binding protein (Transglycosylase/transpeptidase) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.16615673832943	0.620504953932113	0.564076169010088	-1.3474370114808	1.00957613119107	0.319436495677027	5
gi|659917458|emb|CDP49125.1|	a9.a2.a1	gi|659917458|emb|CDP49125.1| 60 kDa chaperonin 2 (Protein Cpn60 2) (groEL protein 2) (Heat shock protein 60 2) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.124144673900509	1.50548191271134	0.906246914710361	-1.0455857564059	-0.748080386783304	-0.49391801033201	1
gi|659917468|emb|CDP49135.1|	c170.a1.a1	gi|659917468|emb|CDP49135.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.784275643854507	1.49247935867655	0.974445007140635	-0.42832048861023	-0.971943689000267	-0.282384544352161	1
gi|659917472|emb|CDP49139.1|	c112.a1.a1	gi|659917472|emb|CDP49139.1| Hypothetical protein PFCIRM129_10175 [Propionibacterium freudenreichii subsp. freudenreichii]	0.0231244558473065	-1.47523140088426	-0.689380494300639	1.4443125931968	0.445661769712717	0.251513076428085	2
gi|659917473|emb|CDP49140.1|	b10.a1.a1	gi|659917473|emb|CDP49140.1| iron-sulfur protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.47275125206146	-1.20958136734572	-0.933876727031511	1.16230850861977	0.856214752424357	0.597686085394551	2
gi|659917474|emb|CDP49141.1|	b61.a1.a1	gi|659917474|emb|CDP49141.1| Oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]	0.740944041033774	-0.849633858567792	-0.961740277430475	1.60284463172143	-0.0501790985875886	-0.482235438169392	2
gi|659917475|emb|CDP49142.1|	c102.a1.a1	gi|659917475|emb|CDP49142.1| L-lactate permease [Propionibacterium freudenreichii subsp. freudenreichii]	0.869991494930294	-1.76114248431843	-0.426251771071511	0.671422216524019	-0.0645327285898533	0.710513272525432	2
gi|659917480|emb|CDP49147.1|	c259.a1.a1	gi|659917480|emb|CDP49147.1| Glycine hydroxymethyltransferase precursor [Propionibacterium freudenreichii subsp. freudenreichii]	1.46334168778733	-0.441018956696436	0.192390136234189	0.529582940498504	-1.51455641748994	-0.229739390333669	4
gi|659917486|emb|CDP49153.1|	c107.a1.a1	gi|659917486|emb|CDP49153.1| Putative phosphate transport system protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.480575556338139	1.64128821731212	0.498976926705251	-0.859339641921799	0.219299607295158	-1.0196495530526	1
gi|659917487|emb|CDP49154.1|	c253.a1.a1	gi|659917487|emb|CDP49154.1| phosphoglycerate mutase [Propionibacterium freudenreichii subsp. freudenreichii]	1.0432227454039	-0.211931014983503	0.140015699645336	1.15666598741589	-0.713875645638101	-1.41409777184353	4
gi|659917492|emb|CDP49159.1|	a8.a1.a1	gi|659917492|emb|CDP49159.1| Methylmalonyl-CoA carboxytransferase 12S subunit (Transcarboxylase 12S subunit). 610 bp [Propionibacterium freudenreichii subsp. freudenreichii]	-0.236847251663911	-1.19227154065624	-0.27234704151129	1.84686430567933	0.0429314699898856	-0.188329941837768	6
gi|659917504|emb|CDP49171.1|	c180.a1.a1	gi|659917504|emb|CDP49171.1| Glutamyl-tRNA reductase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.743427982272856	1.3211669154102	-0.194968161353813	-1.42797154623138	0.720710415437945	0.324490359009891	1
gi|659917505|emb|CDP49172.1|	c248.a1.a1	gi|659917505|emb|CDP49172.1| Asparagine synthase (Glutamine-hydrolyzing) [Propionibacterium freudenreichii subsp. freudenreichii]	1.39159203796	-1.29730667851548	0.299430120646039	0.76437731880861	-0.713110625989051	-0.444982172910136	4
gi|659917511|emb|CDP49178.1|	b70.a1.a1	gi|659917511|emb|CDP49178.1| Transaldolase 2 [Propionibacterium freudenreichii subsp. freudenreichii]	0.814011177789917	0.978811284284333	0.908660163999902	-0.618458409233089	-1.01265703411718	-1.07036718272389	1
gi|659917517|emb|CDP49184.1|	c159.a1.a1	gi|659917517|emb|CDP49184.1| iolA (Myo-inositol catabolism IolA protein) (Methylmalonic acid semialdehyde dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.27213821532266	0.4878870818949	0.80474807702363	-1.14204383466244	-1.011087389287	-0.41164215029174	4
gi|659917518|emb|CDP49185.1|	c172.a1.a1	gi|659917518|emb|CDP49185.1| iolT3 (myo-inositol transporter iolT3) [Propionibacterium freudenreichii subsp. freudenreichii]	1.67445340633187	-0.276789594920162	0.436715887455548	-0.0493903607377634	-1.30074683835455	-0.484242499774938	4
gi|659917522|emb|CDP49189.1|	c202.a1.a1	gi|659917522|emb|CDP49189.1| Fructose-bisphosphate aldolase class II [Propionibacterium freudenreichii subsp. freudenreichii]	1.34501689454794	0.0165164058224873	0.764342703117355	-1.11288047256553	-1.160276808739	0.147281277816754	3
gi|659917526|emb|CDP49193.1|	c300.a1.a1	gi|659917526|emb|CDP49193.1| transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.28797520671889	-1.61504361887587	0.11381054710431	-0.613073163126368	0.448739015197284	0.377592012981748	3
gi|659917538|emb|CDP49118.1|	c409.a1.a1	gi|659917538|emb|CDP49118.1| secreted serine protease, trypsin-like serine proteases [Propionibacterium freudenreichii subsp. freudenreichii]	-0.439001380317166	1.67317888607499	0.570714293832447	-0.0379573375113224	-0.638961666710379	-1.12797279536856	1
gi|659917539|emb|CDP49119.1|	c281.a1.a1	gi|659917539|emb|CDP49119.1| Hypothetical protein PFCIRM129_09915 [Propionibacterium freudenreichii subsp. freudenreichii]	0.38940218504667	1.45957355034546	0.705873266553011	-0.774890383854764	-0.757366200848933	-1.02259241724143	1
gi|659917556|emb|CDP49091.1|	c118.a1.a1	gi|659917556|emb|CDP49091.1| UDP-N-acetylglucosamine 1-carboxyvinyltransferase (Enoylpyruvate transferase) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0769073154770764	1.42858276307671	0.872175006526136	-0.248136932310704	-0.688479561926587	-1.28723395988847	1
gi|659917557|emb|CDP49092.1|	c177.a1.a1	gi|659917557|emb|CDP49092.1| Dihydrolipoyl dehydrogenase (E3 component of alpha keto acid dehydrogenase complexes) (Dihydrolipoamide dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.48875916318188	-0.515667860100204	0.672193566621767	0.236079878261141	-1.28733656386916	-0.594028184095433	4
gi|659917558|emb|CDP49093.1|	c213.a1.a1	gi|659917558|emb|CDP49093.1| Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein [Precursor] (LIVAT-BP) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.582054107480542	-0.968549643528931	-1.08910258069736	1.20098151091258	0.546650181292302	0.892074639501984	6
gi|659917577|emb|CDP49112.1|	c111.a1.a1	gi|659917577|emb|CDP49112.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]	-1.10997254059409	-0.594666412056731	-0.979598802365811	0.971190243766059	1.00525610989778	0.707791401352799	6
gi|659917591|emb|CDP49080.1|	c203.a1.a1	gi|659917591|emb|CDP49080.1| transporter [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0148201564211699	-1.09901835484111	-1.05736565883341	1.31284184401863	-0.11024920011565	0.968611526192729	2
gi|659917597|emb|CDP49086.1|	b28.a1.a1	gi|659917597|emb|CDP49086.1| dolichyl-phosphate beta-D-mannosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.858447511917982	-0.837653949029901	-1.0244435222965	0.97481326446873	1.01046797242989	0.735263746345769	6
gi|659917600|emb|CDP49067.1|	c234.a1.a1	gi|659917600|emb|CDP49067.1| Restriction endonuclease PvuRts1 I [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0263340855216579	-0.518376481520989	-0.184187778950489	1.93828802172501	-0.281898421850449	-0.927491253881422	6
gi|659917603|emb|CDP49065.1|	b11.a3.a1	gi|659917603|emb|CDP49065.1| Surface layer protein A (S-layer protein A) [Propionibacterium freudenreichii subsp. freudenreichii]	0.831429543065177	0.997378636715355	0.123647412352778	-1.42102126218714	0.488656560792242	-1.02009089073841	1
gi|659917635|emb|CDP48949.1|	c381.a1.a1	gi|659917635|emb|CDP48949.1| Hypothetical protein PFCIRM129_05940 [Propionibacterium freudenreichii subsp. freudenreichii]	0.374234536613429	0.564104706990696	-0.400854386285545	1.33114711138358	-0.277351448481929	-1.59128052022025	1
gi|659917647|emb|CDP48961.1|	c342.a1.a1	gi|659917647|emb|CDP48961.1| Hypothetical protein PFCIRM129_06000 [Propionibacterium freudenreichii subsp. freudenreichii]	1.25555351622526	0.181307827852455	0.729099943666063	-0.0855364564764186	-1.62661069621458	-0.453814135052791	4
gi|659917660|emb|CDP48974.1|	b50.a1.a1	gi|659917660|emb|CDP48974.1| Enolase 1 [Propionibacterium freudenreichii subsp. freudenreichii]	1.26242615606022	-1.28953126039558	-0.137046855007188	1.09972026568226	-0.664734397932693	-0.270833908407059	4
gi|659917671|emb|CDP48985.1|	c427.a1.a1	gi|659917671|emb|CDP48985.1| Regulatory protein, TetR [Propionibacterium freudenreichii subsp. freudenreichii]	-0.939272226881292	-0.990082977938855	-0.631339453836464	1.44540581348661	0.439785810482502	0.675503034687502	6
gi|659917675|emb|CDP48989.1|	c428.a1.a1	gi|659917675|emb|CDP48989.1| Methylase [Propionibacterium freudenreichii subsp. freudenreichii]	0.510557047417588	1.10852417896194	0.879065496210682	-0.43583479280333	-1.49008530851417	-0.572226621272702	1
gi|659917710|emb|CDP49024.1|	c139.a1.a1	gi|659917710|emb|CDP49024.1| Trypsin-like serine protease [Propionibacterium freudenreichii subsp. freudenreichii]	-0.813996593524918	-0.828731437522295	-1.01406963001251	1.27152631368272	0.84430804486886	0.540963302508131	6
gi|659917722|emb|CDP49036.1|	c208.a1.a1	gi|659917722|emb|CDP49036.1| Molybdenum cofactor synthesis domain [Propionibacterium freudenreichii subsp. freudenreichii]	0.767384409053319	0.843480633821573	0.674574787696011	0.139860484681266	-0.835815525354636	-1.58948478989753	1
gi|659917724|emb|CDP48908.1|	a2.a1.a1	gi|659917724|emb|CDP48908.1| D-lactate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.62885809036072	-0.909679718225651	-1.02238747319856	0.266263338585603	1.26588746620262	1.02877447699668	2
gi|659917756|emb|CDP48940.1|	c348.a1.a1	gi|659917756|emb|CDP48940.1| Exodeoxyribonuclease VII large subunit [Propionibacterium freudenreichii subsp. freudenreichii]	1.52184208604397	-1.04005905190354	-0.488517598248227	-0.258947583219617	0.926968594072455	-0.661286446745032	3
gi|659917764|emb|CDP48948.1|	c195.a1.a1	gi|659917764|emb|CDP48948.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.0448779183117137	-1.44494321610693	-0.801939042674106	1.15329955808034	0.964254718727803	0.0844500636611935	2
gi|659917766|emb|CDP48902.1|	c154.a1.a1	gi|659917766|emb|CDP48902.1| Fructose-bisphosphate aldolase class I [Propionibacterium freudenreichii subsp. freudenreichii]	1.52737945073434	-0.397236453517672	0.0568724545569078	0.715426799450919	-1.25503189927674	-0.647410351947738	4
gi|659917783|emb|CDP48881.1|	c116.a1.a1	gi|659917783|emb|CDP48881.1| binding protein of maltose ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	-0.626392316938323	1.43630017608816	0.329973436739388	0.645036682537631	-0.430531730967446	-1.35438624745941	1
gi|659917784|emb|CDP48882.1|	c461.a1.a1	gi|659917784|emb|CDP48882.1| phosphoglycerate mutase/fructose-2,6-bisphosphatase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.437020194154248	-0.778326370113301	-0.388701879787022	-0.90951641372051	1.07525005410318	1.43831480367191	2
gi|659917786|emb|CDP48884.1|	c285.a1.a1	gi|659917786|emb|CDP48884.1| Hypothetical protein PFCIRM129_05605 [Propionibacterium freudenreichii subsp. freudenreichii]	0.13394891718832	0.0774936731845743	0.00602975695379766	1.7116672374377	-0.660085343057217	-1.26905424170717	1
gi|659917790|emb|CDP48888.1|	b74.a1.a1	gi|659917790|emb|CDP48888.1| Iron transport system substrate-binding protein ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	1.56883446804871	0.0896061637190939	0.437322947248838	-0.225220649856416	-1.4545440428365	-0.415998886323688	4
gi|659917797|emb|CDP48895.1|	c131.a1.a1	gi|659917797|emb|CDP48895.1| drug exporters of the RND superfamily [Propionibacterium freudenreichii subsp. freudenreichii]	1.35972280296208	0.28535665099371	0.811977187931513	-0.485466951472303	-0.645826161009743	-1.32576352940524	1
gi|659917805|emb|CDP48858.1|	b11.a4.a1	gi|659917805|emb|CDP48858.1| Surface protein with SLH domain [Propionibacterium freudenreichii subsp. freudenreichii]	-0.223954826918491	0.282039042391888	-1.47838467677686	-0.436538363135002	1.54897803518661	0.307860789251869	5
gi|659917809|emb|CDP48862.1|	c394.a1.a1	gi|659917809|emb|CDP48862.1| ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	1.57104368920711	-0.0352243807667665	0.716285249533346	-0.604206236952503	-1.20778948924023	-0.440108831780954	4
gi|659917831|emb|CDP48840.1|	c371.a1.a1	gi|659917831|emb|CDP48840.1| Hypothetical protein PFCIRM129_05365 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.613506255122481	-1.2965748478361	-0.741306247080208	0.923897882589009	0.710005409873005	1.01748405757676	2
gi|659917856|emb|CDP48826.1|	c430.a1.a1	gi|659917856|emb|CDP48826.1| Putative regulatory protein, DeoR family [Propionibacterium freudenreichii subsp. freudenreichii]	1.03576297117246	0.335033657969946	0.577585027071284	-1.38079207747502	-1.12453176545466	0.556942186715984	3
gi|659917860|emb|CDP48816.1|	c277.a1.a1	gi|659917860|emb|CDP48816.1| Transcriptional regulator, RpiR family [Propionibacterium freudenreichii subsp. freudenreichii]	0.989869355102051	1.28567024028244	0.180319003332154	-0.861057124359526	-0.39641413677705	-1.19838733758007	1
gi|659917861|emb|CDP48817.1|	c130.a1.a1	gi|659917861|emb|CDP48817.1| 2-dehydropantoate 2-reductase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.44894081731594	0.0691576461307954	-0.829240548128257	0.336454385115283	1.34961766377638	0.522951670421734	5
gi|659917868|emb|CDP48781.1|	c109.a1.a1	gi|659917868|emb|CDP48781.1| Alpha-glucan phosphorylase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.27498402868856	-0.46032153339297	-0.888894422152514	0.86361119624731	1.07615886279	0.684429925196732	6
gi|659917875|emb|CDP48788.1|	c155.a1.a1	gi|659917875|emb|CDP48788.1| Phosphoglucomutase [Propionibacterium freudenreichii subsp. freudenreichii]	0.330951357919795	-1.31041620813684	-0.960817406945698	-0.166699366257778	1.0171864646785	1.08979515874202	2
gi|659917877|emb|CDP48790.1|	c315.a1.a1	gi|659917877|emb|CDP48790.1| Methylmalonyl-CoA epimerase [Propionibacterium freudenreichii subsp. freudenreichii]	1.04261824805717	-0.686622367462331	-0.653358166877464	-0.950368175973505	-0.192530719366856	1.44026118162298	2
gi|659917879|emb|CDP48792.1|	b19.a1.a1	gi|659917879|emb|CDP48792.1| Hypothetical protein PFCIRM129_05105 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.24149450596203	0.630804336891999	-0.892763323100962	0.700794256831359	1.25294790502168	-0.45028866968205	5
gi|659917888|emb|CDP48801.1|	c129.a1.a1	gi|659917888|emb|CDP48801.1| ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) [Propionibacterium freudenreichii subsp. freudenreichii]	1.46578993109348	-0.113865817276288	0.977225526085212	-0.873254421779887	-0.902784671056595	-0.553110547065928	4
gi|659917890|emb|CDP48803.1|	c271.a1.a1	gi|659917890|emb|CDP48803.1| ATP synthase delta chain [Propionibacterium freudenreichii subsp. freudenreichii]	1.20676481489711	0.405654347055786	0.875848958642522	-0.9466404473475	-1.28443614721304	-0.257191526034873	4
gi|659917891|emb|CDP48804.1|	c322.a1.a1	gi|659917891|emb|CDP48804.1| ATP synthase B chain (F0F1 ATP synthase subunit B) [Propionibacterium freudenreichii subsp. freudenreichii]	0.459352671952378	-1.31202086525907	-0.912773700640416	-0.25323945111689	0.751684761230143	1.26699658383385	2
gi|659917912|emb|CDP48758.1|	b97.a1.a1	gi|659917912|emb|CDP48758.1| RecA (Recombinase A) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.64227019715376	0.432609033582627	-0.438420027201445	-0.0787306197111022	1.32516768281707	0.401644127666619	5
gi|659917928|emb|CDP48774.1|	c205.a1.a1	gi|659917928|emb|CDP48774.1| IclR transcriptional regulator [Propionibacterium freudenreichii subsp. freudenreichii]	-1.44737279485789	-0.0545296220524811	-0.823805012131738	0.934446649739734	1.13294606270005	0.258314716602309	5
gi|659917936|emb|CDP48739.1|	c160.a1.a1	gi|659917936|emb|CDP48739.1| Phosphoketolase pyrophosphate [Propionibacterium freudenreichii subsp. freudenreichii]	1.26288704377276	-0.151090215270999	0.365316512034211	0.633269725658668	-0.49799182963409	-1.61239123656056	4
gi|659917938|emb|CDP48741.1|	c243.a1.a1	gi|659917938|emb|CDP48741.1| DeoR transcriptional regulator [Propionibacterium freudenreichii subsp. freudenreichii]	-1.29908111701775	-0.713001642536902	-0.642251466531751	0.862650371099348	1.04127022944488	0.750413625542176	6
gi|659917939|emb|CDP48742.1|	b58.a1.a1	gi|659917939|emb|CDP48742.1| Anaerobic glycerol-3-phosphate dehydrogenase subunit C [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0886854157802225	-1.34731843689434	-0.852829526583632	0.261113740599589	1.4173111008918	0.610408537766774	2
gi|659917940|emb|CDP48743.1|	b77.a1.a1	gi|659917940|emb|CDP48743.1| Anaerobic glycerol-3-phosphate dehydrogenase subunit B [Propionibacterium freudenreichii subsp. freudenreichii]	0.823955309221476	-1.66763495631545	-0.461721984424714	-0.270903857668767	0.86280430940781	0.71350117977962	2
gi|659917941|emb|CDP48744.1|	b29.a1.a1	gi|659917941|emb|CDP48744.1| Anaerobic glycerol-3-phosphate dehydrogenase subunit A [Propionibacterium freudenreichii subsp. freudenreichii]	-0.211469514524154	-1.48101375950837	-0.602507255578511	0.168205092174181	0.829980214695112	1.29680522274179	2
gi|659917943|emb|CDP48746.1|	b33.a1.a1	gi|659917943|emb|CDP48746.1| Vitamin B12-dependent ribonucleotide reductase (Ribonucleoside-diphosphate reductase NrdJ) [Propionibacterium freudenreichii subsp. freudenreichii]	0.94502997311879	0.812820558146423	0.852975852006912	-1.09394142034466	-1.18942708648536	-0.327457876442114	1
gi|659917947|emb|CDP48710.1|	c105.a1.a1	gi|659917947|emb|CDP48710.1| glutathione S-transferase [Propionibacterium freudenreichii subsp. freudenreichii]	0.305646383198906	0.772904632058718	0.664569324933171	-0.46854841982735	0.553457907895147	-1.82802982825858	1
gi|659917966|emb|CDP48729.1|	c126.a1.a1	gi|659917966|emb|CDP48729.1| 2-dehydropantoate 2-reductase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.867880867994879	-0.267685228090418	-0.558696131483634	-0.826185618579827	1.30536094429764	1.2150869018511	5
gi|659917970|emb|CDP48733.1|	c115.a1.a1	gi|659917970|emb|CDP48733.1| RNA polymerase principal sigma factor HrdB [Propionibacterium freudenreichii subsp. freudenreichii]	-0.90847141643342	-0.713274767453368	-0.88663698974871	1.53909281247402	0.628215812183601	0.34107454897788	6
gi|659917989|emb|CDP48588.1|	c244.a1.a1	gi|659917989|emb|CDP48588.1| SppA, Periplasmic serine proteases [Propionibacterium freudenreichii subsp. freudenreichii]	0.0658630970119693	-0.909546593729617	-1.16348669002472	0.270785686753603	0.0827480080615341	1.65363649192723	2
gi|659917992|emb|CDP48591.1|	c187.a1.a1	gi|659917992|emb|CDP48591.1| Aminopeptidase C (Bleomycin hydrolase) [Propionibacterium freudenreichii subsp. freudenreichii]	0.495669129933803	-1.38880470273232	-1.07156062512517	0.417114651676949	0.382764888944793	1.16481665730196	2
gi|659917997|emb|CDP48596.1|	b79.a1.a1	gi|659917997|emb|CDP48596.1| S-adenosylmethionine synthetase (Methionine adenosyltransferase) (AdoMet synthetase) (MAT) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.01948824130066	1.69814771397363	0.182756728475367	0.249183044140397	-0.12825716909449	-0.982342076194238	1
gi|659918002|emb|CDP48601.1|	c232.a1.a1	gi|659918002|emb|CDP48601.1| Dihydroorotate dehydrogenase 2 [Propionibacterium freudenreichii subsp. freudenreichii]	1.0880459229064	0.806629282984096	0.615304024847246	-0.259127706796468	-1.43087032866168	-0.819981195279584	1
gi|659918003|emb|CDP48602.1|	c122.a1.a1	gi|659918003|emb|CDP48602.1| Carbamoyl-phosphate synthase large chain (Carbamoyl-phosphate synthetase ammonia chain) [Propionibacterium freudenreichii subsp. freudenreichii]	0.0171864757512019	-0.690577207013725	-0.653859317628492	-1.08303000364746	1.1113402812756	1.29893977126287	2
gi|659918004|emb|CDP48603.1|	c200.a1.a1	gi|659918004|emb|CDP48603.1| Carbamoyl-phosphate synthase small chain [Propionibacterium freudenreichii subsp. freudenreichii]	0.0942525443237935	1.37561473173192	0.967651627424045	-1.0542491657046	-0.474503562343508	-0.90876617543166	1
gi|659918008|emb|CDP48607.1|	c349.a1.a1	gi|659918008|emb|CDP48607.1| 3-dehydroquinate synthase / shikimate kinase,bifunctionnal enzyme [Propionibacterium freudenreichii subsp. freudenreichii]	0.648388633131918	0.883297209935645	0.838396021136394	-0.286671753256344	-0.392093328450092	-1.69131678249752	1
gi|659918010|emb|CDP48609.1|	c386.a1.a1	gi|659918010|emb|CDP48609.1| Aminodeoxychorismate lyase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.851727468070325	-0.854845908752441	-0.908819730643147	0.365163985297755	0.962733524118412	1.28749559804974	6
gi|659918012|emb|CDP48611.1|	b16.a1.a1	gi|659918012|emb|CDP48611.1| Alanyl-tRNA synthetase (Alanine--tRNA ligase) (AlaRS) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.675992189718123	0.215471235780781	-0.653937592336597	1.93211091433487	-0.380172663038624	-0.437479705022295	6
gi|659918015|emb|CDP48614.1|	c249.a1.a1	gi|659918015|emb|CDP48614.1| Aspartyl-tRNA synthetase (Aspartate--tRNA ligase) (AspRS) [Propionibacterium freudenreichii subsp. freudenreichii]	0.997606022374437	0.820109063376698	0.864734110582253	-1.23468906402862	-0.646496343355738	-0.801263788949033	1
gi|659918018|emb|CDP48617.1|	b41.a1.a1	gi|659918018|emb|CDP48617.1| Histidyl-tRNA synthetase (Histidine--tRNA ligase) (HisRS) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0366584077040878	1.27555744168493	0.809419125914395	-1.41798608205159	0.188374555091908	-0.818706632935553	1
